<div class="mcq" data-answer="B"><div class="question">Which encoding is MOST suitable for an ordinal feature like: Po &lt; Fa &lt; TA &lt; Gd &lt; Ex ?</div><div class="options"><label class="option"><input type="radio" name="w2q11" value="A"><span class="opt-text">A. One-hot encoding</span></label><label class="option"><input type="radio" name="w2q11" value="B"><span class="opt-text">B. Ordinal encoding</span></label><label class="option"><input type="radio" name="w2q11" value="C"><span class="opt-text">C. Hash encoding</span></label><label class="option"><input type="radio" name="w2q11" value="D"><span class="opt-text">D. Frequency encoding</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: B</div><div class="explanation">Explanation: Ordinal encoding preserves the natural order of the categories.</div></div>
<div class="mcq" data-answer="A"><div class="question">Which encoding method can cause &quot;dummy variable trap&quot; / multicollinearity if not handled?</div><div class="options"><label class="option"><input type="radio" name="w2q12" value="A"><span class="opt-text">A. One-hot encoding</span></label><label class="option"><input type="radio" name="w2q12" value="B"><span class="opt-text">B. Ordinal encoding</span></label><label class="option"><input type="radio" name="w2q12" value="C"><span class="opt-text">C. Target encoding</span></label><label class="option"><input type="radio" name="w2q12" value="D"><span class="opt-text">D. Binary encoding</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: A</div><div class="explanation">Explanation: One-hot encoding can introduce perfect multicollinearity unless one column is dropped.</div></div>
<div class="mcq" data-answer="B"><div class="question">A feature has extremely high cardinality (e.g., thousands of unique categories). Which encoding is most scalable?</div><div class="options"><label class="option"><input type="radio" name="w2q13" value="A"><span class="opt-text">A. One-hot encoding</span></label><label class="option"><input type="radio" name="w2q13" value="B"><span class="opt-text">B. Hash encoding</span></label><label class="option"><input type="radio" name="w2q13" value="C"><span class="opt-text">C. Ordinal encoding</span></label><label class="option"><input type="radio" name="w2q13" value="D"><span class="opt-text">D. Manual mapping</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: B</div><div class="explanation">Explanation: Hash encoding maps many categories into a fixed number of columns, scaling better for high cardinality.</div></div>
<div class="mcq" data-answer="C"><div class="question">Target encoding creates category values mainly by using:</div><div class="options"><label class="option"><input type="radio" name="w2q14" value="A"><span class="opt-text">A. Random values</span></label><label class="option"><input type="radio" name="w2q14" value="B"><span class="opt-text">B. Category frequency</span></label><label class="option"><input type="radio" name="w2q14" value="C"><span class="opt-text">C. Mean of the target per category</span></label><label class="option"><input type="radio" name="w2q14" value="D"><span class="opt-text">D. Category alphabetical order</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: C</div><div class="explanation">Explanation: Target encoding replaces each category with the mean target value for that category.</div></div>
<div class="mcq" data-answer="B"><div class="question">Why is target encoding risky if done without smoothing / care?</div><div class="options"><label class="option"><input type="radio" name="w2q15" value="A"><span class="opt-text">A. It always reduces accuracy</span></label><label class="option"><input type="radio" name="w2q15" value="B"><span class="opt-text">B. It causes overfitting / leakage</span></label><label class="option"><input type="radio" name="w2q15" value="C"><span class="opt-text">C. It cannot handle missing values</span></label><label class="option"><input type="radio" name="w2q15" value="D"><span class="opt-text">D. It removes all variance</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: B</div><div class="explanation">Explanation: Using target values directly can leak information and overfit, especially for rare categories.</div></div>
<div class="mcq" data-answer="C"><div class="question">Which scaler transforms data to mean = 0 and std = 1?</div><div class="options"><label class="option"><input type="radio" name="w2q16" value="A"><span class="opt-text">A. MinMaxScaler</span></label><label class="option"><input type="radio" name="w2q16" value="B"><span class="opt-text">B. RobustScaler</span></label><label class="option"><input type="radio" name="w2q16" value="C"><span class="opt-text">C. StandardScaler</span></label><label class="option"><input type="radio" name="w2q16" value="D"><span class="opt-text">D. MaxAbsScaler</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: C</div><div class="explanation">Explanation: StandardScaler centers data to mean 0 and scales to unit variance.</div></div>
<div class="mcq" data-answer="B"><div class="question">Which scaler is MOST sensitive to outliers (one extreme point squashes others)?</div><div class="options"><label class="option"><input type="radio" name="w2q17" value="A"><span class="opt-text">A. StandardScaler</span></label><label class="option"><input type="radio" name="w2q17" value="B"><span class="opt-text">B. MinMaxScaler</span></label><label class="option"><input type="radio" name="w2q17" value="C"><span class="opt-text">C. RobustScaler</span></label><label class="option"><input type="radio" name="w2q17" value="D"><span class="opt-text">D. None of the above</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: B</div><div class="explanation">Explanation: MinMaxScaler uses min and max; a single extreme value can compress other values.</div></div>
<div class="mcq" data-answer="C"><div class="question">Which scaler uses median and IQR, making it resistant to outliers?</div><div class="options"><label class="option"><input type="radio" name="w2q18" value="A"><span class="opt-text">A. StandardScaler</span></label><label class="option"><input type="radio" name="w2q18" value="B"><span class="opt-text">B. MinMaxScaler</span></label><label class="option"><input type="radio" name="w2q18" value="C"><span class="opt-text">C. RobustScaler</span></label><label class="option"><input type="radio" name="w2q18" value="D"><span class="opt-text">D. MaxAbsScaler</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: C</div><div class="explanation">Explanation: RobustScaler uses the median and IQR, reducing the influence of outliers.</div></div>
<div class="mcq" data-answer="D"><div class="question">Which scaler is best for sparse data because it preserves zero values?</div><div class="options"><label class="option"><input type="radio" name="w2q19" value="A"><span class="opt-text">A. StandardScaler</span></label><label class="option"><input type="radio" name="w2q19" value="B"><span class="opt-text">B. MinMaxScaler</span></label><label class="option"><input type="radio" name="w2q19" value="C"><span class="opt-text">C. RobustScaler</span></label><label class="option"><input type="radio" name="w2q19" value="D"><span class="opt-text">D. MaxAbsScaler</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: D</div><div class="explanation">Explanation: MaxAbsScaler keeps zero as zero, which is important for sparse data.</div></div>
<div class="mcq" data-answer="C"><div class="question">You are scaling pixel intensities (0-255). Which is most suitable?</div><div class="options"><label class="option"><input type="radio" name="w2q20" value="A"><span class="opt-text">A. RobustScaler</span></label><label class="option"><input type="radio" name="w2q20" value="B"><span class="opt-text">B. StandardScaler</span></label><label class="option"><input type="radio" name="w2q20" value="C"><span class="opt-text">C. MinMaxScaler</span></label><label class="option"><input type="radio" name="w2q20" value="D"><span class="opt-text">D. No scaling needed</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: C</div><div class="explanation">Explanation: MinMaxScaler is suitable for data with known bounds such as pixel values.</div></div>
<div class="mcq" data-answer="B"><div class="question">MinMax scaling formula is:</div><div class="options"><label class="option"><input type="radio" name="w2q21" value="A"><span class="opt-text">A. (x - mean) / std</span></label><label class="option"><input type="radio" name="w2q21" value="B"><span class="opt-text">B. (x - min) / (max - min)</span></label><label class="option"><input type="radio" name="w2q21" value="C"><span class="opt-text">C. (x - median) / IQR</span></label><label class="option"><input type="radio" name="w2q21" value="D"><span class="opt-text">D. x / max(abs(x))</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: B</div><div class="explanation">Explanation: MinMax scaling rescales using (x - min) / (max - min).</div></div>
<div class="mcq" data-answer="B"><div class="question">Box-Cox transformation:</div><div class="options"><label class="option"><input type="radio" name="w2q22" value="A"><span class="opt-text">A. Works for any real number</span></label><label class="option"><input type="radio" name="w2q22" value="B"><span class="opt-text">B. Only works for positive values</span></label><label class="option"><input type="radio" name="w2q22" value="C"><span class="opt-text">C. Only works for categorical features</span></label><label class="option"><input type="radio" name="w2q22" value="D"><span class="opt-text">D. Is used for label encoding</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: B</div><div class="explanation">Explanation: Box-Cox requires strictly positive values; Yeo-Johnson handles zero and negatives.</div></div>
<div class="mcq" data-answer="B"><div class="question">If your data contains negative values, you should use:</div><div class="options"><label class="option"><input type="radio" name="w2q23" value="A"><span class="opt-text">A. Box-Cox</span></label><label class="option"><input type="radio" name="w2q23" value="B"><span class="opt-text">B. Yeo-Johnson</span></label><label class="option"><input type="radio" name="w2q23" value="C"><span class="opt-text">C. MinMax only</span></label><label class="option"><input type="radio" name="w2q23" value="D"><span class="opt-text">D. One-hot encoding</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: B</div><div class="explanation">Explanation: Yeo-Johnson supports positive, zero, and negative values.</div></div>
<div class="mcq" data-answer="A"><div class="question">A right-skewed distribution is commonly fixed by:</div><div class="options"><label class="option"><input type="radio" name="w2q24" value="A"><span class="opt-text">A. Taking logs / roots</span></label><label class="option"><input type="radio" name="w2q24" value="B"><span class="opt-text">B. Squaring values</span></label><label class="option"><input type="radio" name="w2q24" value="C"><span class="opt-text">C. Adding a constant 999</span></label><label class="option"><input type="radio" name="w2q24" value="D"><span class="opt-text">D. Dropping the column</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: A</div><div class="explanation">Explanation: Log or root transforms reduce right skew and stabilize variance.</div></div>
<div class="mcq" data-answer="A"><div class="question">Historical bias means:</div><div class="options"><label class="option"><input type="radio" name="w2q25" value="A"><span class="opt-text">A. Data reflects past inequalities</span></label><label class="option"><input type="radio" name="w2q25" value="B"><span class="opt-text">B. Labels are missing</span></label><label class="option"><input type="radio" name="w2q25" value="C"><span class="opt-text">C. All groups are balanced</span></label><label class="option"><input type="radio" name="w2q25" value="D"><span class="opt-text">D. The model is too complex</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: A</div><div class="explanation">Explanation: Historical bias occurs when training data encodes past unfair decisions.</div></div>
<div class="mcq" data-answer="B"><div class="question">Sampling bias means:</div><div class="options"><label class="option"><input type="radio" name="w2q26" value="A"><span class="opt-text">A. The model is always unfair</span></label><label class="option"><input type="radio" name="w2q26" value="B"><span class="opt-text">B. Some groups are underrepresented in the dataset</span></label><label class="option"><input type="radio" name="w2q26" value="C"><span class="opt-text">C. The scaler is wrong</span></label><label class="option"><input type="radio" name="w2q26" value="D"><span class="opt-text">D. PCA fails to work</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: B</div><div class="explanation">Explanation: Sampling bias happens when some groups are underrepresented in the data.</div></div>
<div class="mcq" data-answer="A"><div class="question">Which is a pre-processing bias mitigation method?</div><div class="options"><label class="option"><input type="radio" name="w2q27" value="A"><span class="opt-text">A. Reweighing / resampling data</span></label><label class="option"><input type="radio" name="w2q27" value="B"><span class="opt-text">B. Increasing learning rate</span></label><label class="option"><input type="radio" name="w2q27" value="C"><span class="opt-text">C. Removing activation functions</span></label><label class="option"><input type="radio" name="w2q27" value="D"><span class="opt-text">D. Using only decision trees</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: A</div><div class="explanation">Explanation: Reweighing or resampling modifies the training data before modeling.</div></div>
<div class="mcq" data-answer="B"><div class="question">Oversampling is mainly used to:</div><div class="options"><label class="option"><input type="radio" name="w2q28" value="A"><span class="opt-text">A. Remove outliers</span></label><label class="option"><input type="radio" name="w2q28" value="B"><span class="opt-text">B. Balance minority group/outcome representation</span></label><label class="option"><input type="radio" name="w2q28" value="C"><span class="opt-text">C. Reduce number of features</span></label><label class="option"><input type="radio" name="w2q28" value="D"><span class="opt-text">D. Increase skewness</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: B</div><div class="explanation">Explanation: Oversampling increases minority representation to reduce imbalance.</div></div>
<div class="mcq" data-answer="B"><div class="question">SMOTE creates synthetic data points mainly by:</div><div class="options"><label class="option"><input type="radio" name="w2q29" value="A"><span class="opt-text">A. Randomly duplicating minority samples</span></label><label class="option"><input type="radio" name="w2q29" value="B"><span class="opt-text">B. Interpolating between minority neighbors</span></label><label class="option"><input type="radio" name="w2q29" value="C"><span class="opt-text">C. Removing majority samples</span></label><label class="option"><input type="radio" name="w2q29" value="D"><span class="opt-text">D. Clipping extreme values</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: B</div><div class="explanation">Explanation: SMOTE generates new points by interpolating between nearby minority samples.</div></div>
<div class="mcq" data-answer="B"><div class="question">A common trade-off of SMOTE is:</div><div class="options"><label class="option"><input type="radio" name="w2q30" value="A"><span class="opt-text">A. Higher accuracy and higher precision always</span></label><label class="option"><input type="radio" name="w2q30" value="B"><span class="opt-text">B. Higher minority recall but possible drop in precision/accuracy</span></label><label class="option"><input type="radio" name="w2q30" value="C"><span class="opt-text">C. Lower recall and lower fairness</span></label><label class="option"><input type="radio" name="w2q30" value="D"><span class="opt-text">D. No change in decision boundary</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: B</div><div class="explanation">Explanation: SMOTE can improve minority recall but may introduce noise and reduce precision.</div></div>
<div class="mcq" data-answer="B"><div class="question">Which method focuses more on &quot;hard-to-learn&quot; minority samples near the majority?</div><div class="options"><label class="option"><input type="radio" name="w2q31" value="A"><span class="opt-text">A. StandardScaler</span></label><label class="option"><input type="radio" name="w2q31" value="B"><span class="opt-text">B. ADASYN</span></label><label class="option"><input type="radio" name="w2q31" value="C"><span class="opt-text">C. One-hot encoding</span></label><label class="option"><input type="radio" name="w2q31" value="D"><span class="opt-text">D. IQR</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: B</div><div class="explanation">Explanation: ADASYN adaptively generates more samples in hard-to-learn regions near the majority class.</div></div>
<div class="mcq" data-answer="C"><div class="question">SMOTE-ENN is best described as:</div><div class="options"><label class="option"><input type="radio" name="w2q32" value="A"><span class="opt-text">A. Only oversampling</span></label><label class="option"><input type="radio" name="w2q32" value="B"><span class="opt-text">B. Only undersampling</span></label><label class="option"><input type="radio" name="w2q32" value="C"><span class="opt-text">C. Oversample (SMOTE) then remove noisy/overlapping points (ENN)</span></label><label class="option"><input type="radio" name="w2q32" value="D"><span class="opt-text">D. Only for regression</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: C</div><div class="explanation">Explanation: SMOTE-ENN combines SMOTE oversampling with ENN cleaning to remove noisy overlaps.</div></div>
<div class="mcq" data-answer="B"><div class="question">Dimensionality reduction aims to:</div><div class="options"><label class="option"><input type="radio" name="w2q33" value="A"><span class="opt-text">A. Increase number of features</span></label><label class="option"><input type="radio" name="w2q33" value="B"><span class="opt-text">B. Reduce features while keeping useful information</span></label><label class="option"><input type="radio" name="w2q33" value="C"><span class="opt-text">C. Make data more skewed</span></label><label class="option"><input type="radio" name="w2q33" value="D"><span class="opt-text">D. Convert categorical to text</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: B</div><div class="explanation">Explanation: Dimensionality reduction keeps the most useful information while reducing feature count.</div></div>
<div class="mcq" data-answer="B"><div class="question">Feature selection vs Feature extraction: which is correct?</div><div class="options"><label class="option"><input type="radio" name="w2q34" value="A"><span class="opt-text">A. Selection creates new features; extraction removes features</span></label><label class="option"><input type="radio" name="w2q34" value="B"><span class="opt-text">B. Selection removes features; extraction creates new components</span></label><label class="option"><input type="radio" name="w2q34" value="C"><span class="opt-text">C. Both mean the same thing</span></label><label class="option"><input type="radio" name="w2q34" value="D"><span class="opt-text">D. Neither helps overfitting</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: B</div><div class="explanation">Explanation: Feature selection keeps a subset; feature extraction creates new components (e.g., PCA).</div></div>
<div class="mcq" data-answer="B"><div class="question">PCA is:</div><div class="options"><label class="option"><input type="radio" name="w2q35" value="A"><span class="opt-text">A. Supervised and non-linear</span></label><label class="option"><input type="radio" name="w2q35" value="B"><span class="opt-text">B. Linear and unsupervised</span></label><label class="option"><input type="radio" name="w2q35" value="C"><span class="opt-text">C. Only for categorical features</span></label><label class="option"><input type="radio" name="w2q35" value="D"><span class="opt-text">D. A missing value method</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: B</div><div class="explanation">Explanation: PCA is a linear, unsupervised method that reduces dimensionality while retaining variance.</div></div>
